客户ID,会员年限,年龄,性别,城市等级,最近消费日期,消费频率,总消费金额,平均单次消费,折扣使用率,满意度评分,客户类型标签
CUST_000272,3.3,24.0,男,二线,2024-12-10,12,5708.52,475.71,0.37,3.0,潜力客户
CUST_000273,7.8,22.0,女,一线,2024-12-17,29,9053.72,312.2,0.21,4.0,高价值
CUST_000274,3.0,61.0,男,三线,2024-12-06,6,2205.34,367.56,0.56,4.0,一般客户
CUST_000275,2.3,48.0,女,三线,2024-12-09,6,3557.67,592.95,0.57,4.0,一般客户
CUST_000276,2.9,27.0,男,二线,2024-11-12,1,1521.13,1521.13,0.41,5.0,流失风险
CUST_000277,1.4,54.0,女,二线,2024-11-15,8,2766.19,345.77,0.39,4.0,一般客户
CUST_000278,4.1,56.0,男,一线,2024-08-27,4,1741.28,435.32,0.63,5.0,流失风险
CUST_000279,1.1,52.0,女,三线,2024-11-14,5,1935.7,387.14,0.31,5.0,一般客户
CUST_000280,5.8,33.0,女,二线,2024-12-28,20,12908.39,645.42,0.23,4.0,高价值
CUST_000281,3.7,28.0,男,一线,2024-10-01,3,1996.73,665.58,0.73,3.0,流失风险
CUST_000282,2.8,30.0,女,三线,2024-12-02,7,1017.0,145.29,0.55,4.0,一般客户
CUST_000283,4.4,59.0,男,二线,2024-12-22,16,6164.74,385.3,0.18,5.0,高价值
CUST_000284,0.8,23.0,男,二线,2024-11-15,4,1018.27,254.57,0.56,5.0,一般客户
CUST_000285,2.2,55.0,男,三线,2024-12-15,4,3130.33,782.58,0.36,5.0,一般客户
CUST_000286,1.7,62.0,男,一线,2024-11-20,8,1964.49,245.56,0.37,3.0,一般客户
CUST_000287,2.3,31.0,女,三线,2024-11-22,8,1563.53,195.44,0.56,3.0,一般客户
CUST_000288,2.6,43.0,女,一线,2024-12-03,4,3141.86,785.46,0.54,5.0,一般客户
CUST_000289,2.7,32.0,男,二线,2024-12-05,9,1475.87,163.99,0.55,3.0,一般客户
CUST_000290,1.2,62.0,男,其他,2024-12-09,13,6534.88,502.68,0.37,3.0,潜力客户
CUST_000291,3.3,25.0,女,其他,2024-07-19,1,694.89,694.89,0.75,4.0,流失风险
CUST_000292,1.4,47.0,女,其他,2024-07-28,4,1946.12,486.53,0.67,5.0,流失风险
CUST_000293,2.2,32.0,女,三线,2024-11-24,7,3139.14,448.45,0.59,3.0,一般客户
CUST_000294,2.3,60.0,男,二线,2024-12-28,17,14662.24,862.48,0.17,4.0,高价值
CUST_000295,1.2,39.0,女,二线,2024-12-13,10,4849.07,484.91,0.35,4.0,潜力客户
CUST_000296,2.9,44.0,女,二线,2024-12-21,10,6652.48,665.25,0.36,3.0,潜力客户
CUST_000297,2.1,61.0,男,二线,2024-11-29,5,1946.88,389.38,0.42,3.0,一般客户
CUST_000298,6.7,31.0,男,二线,2024-12-18,23,17349.64,754.33,0.21,4.0,高价值
CUST_000299,5.0,,女,二线,2024-12-27,28,11204.64,400.17,0.18,5.0,高价值
CUST_000300,4.0,37.0,女,二线,2024-07-18,4,1096.47,274.12,0.58,5.0,流失风险
CUST_000301,6.8,27.0,男,二线,2024-12-26,24,16552.37,689.68,0.12,4.0,高价值
CUST_000302,1.9,57.0,男,其他,2024-12-10,6,2925.58,487.6,0.47,4.0,一般客户
CUST_000303,1.2,25.0,女,三线,2024-12-09,3,2818.44,939.48,0.36,5.0,一般客户
CUST_000304,2.2,61.0,女,三线,2024-12-04,9,1179.15,131.02,0.47,5.0,一般客户
CUST_000305,1.0,28.0,男,三线,2024-12-02,6,3330.78,555.13,0.52,5.0,一般客户
CUST_000306,2.1,49.0,女,三线,2024-12-06,7,3433.37,490.48,0.42,5.0,一般客户
CUST_000307,1.2,47.0,男,一线,2024-12-05,11,5694.07,517.64,0.34,4.0,潜力客户
CUST_000308,2.4,42.0,女,三线,2024-11-14,4,1905.75,476.44,0.41,5.0,一般客户
CUST_000309,2.8,27.0,男,一线,2024-08-31,2,770.46,385.23,0.62,3.0,流失风险
CUST_000310,2.6,62.0,男,其他,2024-09-03,1,1290.85,1290.85,0.66,5.0,流失风险
CUST_000311,1.1,40.0,男,一线,2024-11-21,8,2708.62,338.58,0.43,3.0,一般客户
CUST_000312,4.1,64.0,男,其他,2024-12-19,17,15981.84,940.11,0.24,5.0,高价值
CUST_000313,1.7,60.0,女,其他,2024-12-19,13,6591.66,507.05,0.33,5.0,潜力客户
CUST_000314,4.1,49.0,男,三线,2024-10-04,1,1753.11,1753.11,0.55,3.0,流失风险
CUST_000315,1.3,50.0,男,三线,2024-12-25,14,6644.31,474.59,0.29,3.0,潜力客户
CUST_000316,4.0,,男,三线,2024-12-03,14,7597.66,542.69,0.21,3.0,潜力客户
CUST_000317,3.7,50.0,女,二线,2024-12-28,15,11665.48,777.7,0.22,5.0,高价值
CUST_000318,2.5,62.0,男,其他,2024-12-14,11,3509.02,319.0,0.24,3.0,潜力客户
CUST_000319,2.3,42.0,男,三线,2024-11-06,7,2294.14,327.73,0.47,3.0,一般客户
CUST_000320,3.7,25.0,女,其他,2024-12-12,14,7732.28,552.31,0.28,4.0,潜力客户
CUST_000321,2.8,48.0,男,其他,2024-12-19,8,4478.47,559.81,0.21,4.0,潜力客户
CUST_000322,1.3,,男,三线,2024-11-23,5,3507.48,701.5,0.51,4.0,一般客户
CUST_000323,0.8,27.0,男,其他,2024-11-24,7,1112.71,158.96,0.53,3.0,一般客户
CUST_000324,1.2,33.0,男,三线,2024-12-07,10,7413.67,741.37,0.24,4.0,潜力客户
CUST_000325,2.3,48.0,男,一线,2024-08-22,2,954.4,477.2,0.69,,流失风险
CUST_000326,2.6,37.0,男,二线,2024-10-09,4,1631.37,407.84,0.64,4.0,流失风险
CUST_000327,1.1,25.0,女,三线,2024-12-18,8,7761.11,970.14,0.25,,潜力客户
CUST_000328,1.4,45.0,男,一线,2024-12-16,9,2526.67,280.74,0.58,3.0,一般客户
CUST_000329,2.4,62.0,男,二线,2024-07-18,3,1775.71,591.9,0.41,3.0,流失风险
CUST_000330,3.9,22.0,男,二线,2024-11-14,1,1551.75,1551.75,0.62,4.0,流失风险
CUST_000331,3.3,35.0,女,其他,2024-12-23,9,3080.31,342.26,0.22,4.0,潜力客户
CUST_000332,3.9,22.0,男,二线,2024-12-08,13,5732.15,440.93,0.21,3.0,潜力客户
CUST_000333,4.2,44.0,男,三线,2024-08-29,3,1819.01,606.34,0.67,4.0,流失风险
CUST_000334,7.1,39.0,男,一线,2024-12-17,22,19029.46,864.98,0.3,3.0,高价值
CUST_000335,4.5,26.0,女,二线,2024-12-26,25,7871.42,314.86,0.29,3.0,高价值
CUST_000336,3.7,23.0,男,二线,2024-09-16,2,1149.15,574.58,0.53,5.0,流失风险
CUST_000337,4.1,50.0,男,二线,2024-07-05,3,674.29,224.76,0.71,3.0,流失风险
CUST_000338,2.9,26.0,女,二线,2024-12-09,4,2350.35,587.59,0.33,3.0,一般客户
CUST_000339,1.2,46.0,女,三线,2024-11-20,3,2192.84,730.95,0.36,4.0,一般客户
CUST_000340,0.9,41.0,男,一线,2024-11-21,5,2786.08,557.22,0.58,4.0,一般客户
CUST_000341,2.3,48.0,女,三线,2024-12-15,8,2924.9,365.61,0.41,4.0,一般客户
CUST_000342,3.6,47.0,男,三线,2024-12-23,10,5988.34,598.83,0.39,3.0,潜力客户
CUST_000343,3.8,49.0,女,二线,2024-07-17,4,1381.38,345.34,0.67,5.0,流失风险
CUST_000344,2.3,53.0,女,其他,2024-11-28,3,1661.45,553.82,0.49,3.0,一般客户
CUST_000345,6.5,49.0,女,三线,2024-12-25,16,6389.38,399.34,0.28,4.0,高价值
CUST_000346,2.1,41.0,男,三线,2024-11-28,6,2839.88,473.31,0.37,5.0,一般客户
CUST_000347,4.1,64.0,男,一线,2024-12-27,29,5442.56,187.67,0.1,4.0,高价值
CUST_000348,1.4,39.0,女,三线,2024-11-14,5,2784.41,556.88,0.4,5.0,一般客户
CUST_000349,1.1,29.0,男,二线,2024-12-14,4,2540.83,635.21,0.6,5.0,一般客户
CUST_000350,1.4,30.0,男,三线,2024-11-22,9,1806.56,200.73,0.57,4.0,一般客户
CUST_000351,3.0,64.0,女,一线,2024-07-17,4,1750.46,437.62,0.61,5.0,流失风险
CUST_000352,1.9,64.0,男,其他,2024-12-16,9,3109.57,345.51,0.3,3.0,潜力客户
CUST_000353,1.4,31.0,女,三线,2024-07-19,1,1886.04,1886.04,0.61,4.0,流失风险
CUST_000354,1.0,48.0,男,二线,2024-08-26,3,1708.77,569.59,0.77,3.0,流失风险
CUST_000355,1.6,26.0,男,二线,2024-12-07,8,7140.58,892.57,0.36,4.0,潜力客户
CUST_000356,2.6,56.0,男,二线,2024-08-12,1,653.85,653.85,0.62,5.0,流失风险
CUST_000357,2.7,30.0,男,三线,2024-09-02,3,1192.77,397.59,0.41,3.0,流失风险
CUST_000358,0.5,27.0,女,二线,2024-11-24,7,1495.85,213.69,0.52,4.0,一般客户
CUST_000359,1.4,57.0,男,一线,2024-12-16,9,7408.31,823.15,0.33,3.0,潜力客户
CUST_000360,2.0,45.0,女,二线,2024-12-12,13,4338.0,333.69,0.35,4.0,潜力客户
CUST_000361,2.3,55.0,男,其他,2024-11-28,5,3089.29,617.86,0.35,4.0,一般客户
CUST_000362,2.8,45.0,女,一线,2024-12-04,3,2487.11,829.04,0.43,3.0,一般客户
CUST_000363,2.7,38.0,女,三线,2024-11-10,2,1261.71,630.85,0.41,4.0,流失风险
CUST_000364,3.9,22.0,男,其他,2024-10-22,4,1822.35,455.59,0.68,3.0,流失风险
CUST_000365,5.1,62.0,女,二线,2024-12-25,23,12973.66,564.07,0.26,3.0,高价值
CUST_000366,1.6,43.0,男,一线,2024-12-19,9,7508.87,834.32,0.21,4.0,潜力客户
CUST_000367,2.8,36.0,男,其他,2024-07-24,1,1972.56,1972.56,0.61,3.0,流失风险
CUST_000368,2.0,25.0,男,三线,2024-12-14,8,3187.7,398.46,0.51,4.0,一般客户
CUST_000369,2.2,49.0,女,一线,2024-11-20,8,1653.0,206.63,0.45,3.0,一般客户
CUST_000370,5.3,60.0,女,三线,2024-12-27,22,11391.06,517.78,0.2,,高价值
CUST_000371,3.0,27.0,女,其他,2024-12-15,12,4933.1,411.09,0.27,5.0,潜力客户
CUST_000372,1.9,33.0,男,三线,2024-11-21,6,3557.75,592.96,0.53,3.0,一般客户
CUST_000373,2.3,32.0,男,一线,2024-12-02,12,4074.56,339.55,0.38,4.0,潜力客户
CUST_000374,2.3,24.0,女,三线,2024-12-04,9,7792.49,865.83,0.31,3.0,潜力客户
CUST_000375,3.0,31.0,女,三线,2024-12-06,9,4392.29,488.03,0.36,5.0,潜力客户
CUST_000376,3.8,49.0,男,二线,2024-09-08,4,632.58,158.14,0.55,3.0,流失风险
CUST_000377,2.1,27.0,男,一线,2024-11-15,5,3472.98,694.6,0.56,4.0,一般客户
CUST_000378,2.6,59.0,男,其他,2024-12-10,7,3476.25,496.61,0.37,3.0,一般客户
CUST_000379,3.0,36.0,男,二线,2024-11-15,7,3574.07,510.58,0.37,5.0,一般客户
CUST_000380,1.1,53.0,男,一线,2024-09-30,1,848.03,848.03,0.71,4.0,流失风险
CUST_000381,5.5,50.0,女,二线,2024-12-28,19,17966.5,945.61,0.22,5.0,高价值
CUST_000382,2.1,49.0,男,一线,2024-12-07,10,7342.05,734.21,0.27,5.0,潜力客户
CUST_000383,3.9,32.0,女,三线,2024-07-08,2,1706.62,853.31,0.64,,流失风险
CUST_000384,3.5,46.0,女,二线,2024-07-20,3,1887.57,629.19,0.42,3.0,流失风险
CUST_000385,2.3,38.0,女,一线,2024-12-13,3,1538.07,512.69,0.44,3.0,一般客户
CUST_000386,4.4,51.0,女,三线,2024-07-21,3,1549.46,516.49,0.72,5.0,流失风险
CUST_000387,3.6,32.0,女,二线,2024-09-12,1,1750.69,1750.69,0.43,3.0,流失风险
CUST_000388,5.6,37.0,女,二线,2024-12-23,24,6268.48,261.19,0.28,4.0,高价值
CUST_000389,5.0,63.0,女,三线,2024-08-21,4,1703.96,425.99,0.41,4.0,流失风险
CUST_000390,2.4,33.0,女,其他,2024-07-23,2,691.91,345.95,0.57,5.0,流失风险
CUST_000391,3.3,41.0,男,其他,2024-12-20,16,6065.52,379.1,0.15,3.0,高价值
CUST_000392,0.9,44.0,女,二线,2024-11-27,5,3955.91,791.18,0.33,,一般客户
CUST_000393,2.1,57.0,男,三线,2024-12-17,14,4827.98,344.86,0.26,,潜力客户
CUST_000394,1.3,32.0,女,三线,2024-12-03,14,4356.83,311.2,0.37,3.0,潜力客户
CUST_000395,0.5,44.0,男,二线,2024-11-07,8,1935.07,241.88,0.35,3.0,一般客户
CUST_000396,2.8,39.0,女,三线,2024-08-03,1,1127.91,1127.91,0.69,5.0,流失风险
CUST_000397,3.3,47.0,男,二线,2024-12-04,14,5812.78,415.2,0.39,4.0,潜力客户
CUST_000398,1.4,39.0,男,三线,2024-11-03,8,3514.69,439.34,0.56,4.0,一般客户
CUST_000399,2.5,34.0,女,二线,2024-11-07,7,3669.65,524.24,0.45,4.0,一般客户
CUST_000400,1.8,49.0,男,其他,2024-12-20,8,6708.01,838.5,0.23,4.0,潜力客户
CUST_000401,1.9,27.0,男,三线,2024-12-01,8,2811.55,351.44,0.47,,一般客户
CUST_000402,6.8,46.0,男,二线,2024-12-30,25,17676.81,707.07,0.14,4.0,高价值
CUST_000403,2.7,41.0,男,一线,2024-11-25,6,1001.96,166.99,0.54,3.0,一般客户
CUST_000404,1.1,44.0,男,一线,2024-12-04,3,1881.85,627.28,0.58,3.0,一般客户
CUST_000405,2.7,60.0,女,二线,2024-11-01,3,1230.9,410.3,0.64,4.0,流失风险
CUST_000406,0.6,40.0,女,其他,2024-11-04,7,3288.68,469.81,0.49,4.0,一般客户
CUST_000407,2.6,22.0,女,三线,2024-11-24,6,1835.41,305.9,0.58,3.0,一般客户
CUST_000408,3.7,48.0,男,二线,2024-12-15,8,6866.91,858.36,0.24,5.0,潜力客户
CUST_000409,3.3,50.0,女,三线,2024-12-16,14,3627.43,259.1,0.25,5.0,潜力客户
CUST_000410,2.3,56.0,男,二线,2024-12-21,12,6747.13,562.26,0.22,3.0,潜力客户
CUST_000411,2.8,59.0,男,三线,2024-12-19,10,6185.47,618.55,0.33,4.0,潜力客户
CUST_000412,1.3,53.0,男,二线,2024-11-25,4,3738.79,934.7,0.44,4.0,一般客户
CUST_000413,2.8,39.0,女,二线,2024-08-10,2,618.41,309.2,0.5,5.0,流失风险
CUST_000414,1.7,33.0,男,二线,2024-07-26,4,797.74,199.43,0.5,4.0,流失风险
CUST_000415,1.2,41.0,女,二线,2024-09-11,2,507.54,253.77,0.76,5.0,流失风险
CUST_000416,2.8,47.0,女,其他,2024-10-21,4,1676.31,419.08,0.75,3.0,流失风险
CUST_000417,1.4,23.0,男,二线,2024-07-08,3,948.29,316.1,0.58,4.0,流失风险
CUST_000418,4.8,36.0,男,一线,2024-07-24,2,1523.23,761.61,0.45,3.0,流失风险
CUST_000419,2.1,49.0,女,二线,2024-11-04,6,3199.0,533.17,0.58,4.0,一般客户
CUST_000420,0.7,26.0,男,一线,2024-12-07,3,3827.98,1275.99,0.38,3.0,一般客户
CUST_000421,7.4,61.0,男,三线,2024-12-25,27,8394.13,310.89,0.26,4.0,高价值
CUST_000422,3.8,49.0,女,二线,2024-12-21,27,13519.61,500.73,0.29,5.0,高价值
CUST_000423,0.6,43.0,男,三线,2024-11-13,9,1347.1,149.68,0.46,3.0,一般客户
CUST_000424,0.7,37.0,男,三线,2024-11-05,7,3235.54,462.22,0.57,3.0,一般客户
CUST_000425,2.4,35.0,男,三线,2024-12-10,13,5333.47,410.27,0.37,5.0,潜力客户
CUST_000426,3.8,43.0,男,二线,2024-12-10,14,4516.43,322.6,0.22,4.0,潜力客户
CUST_000427,3.6,38.0,女,三线,2024-10-28,2,741.83,370.91,0.79,3.0,流失风险
CUST_000428,1.1,56.0,男,二线,2024-12-12,10,6867.86,686.79,0.34,4.0,潜力客户
CUST_000429,2.5,22.0,男,三线,2024-08-05,4,1417.75,354.44,0.5,4.0,流失风险
CUST_000430,1.0,49.0,女,一线,2024-11-10,9,2185.78,242.86,0.35,3.0,一般客户
CUST_000431,1.3,52.0,女,一线,2024-12-15,9,1287.19,143.02,0.59,5.0,一般客户
CUST_000432,3.5,31.0,男,一线,2024-07-25,3,1453.12,484.37,0.56,5.0,流失风险
CUST_000433,3.0,25.0,女,二线,2024-12-25,10,7467.97,746.8,0.2,4.0,潜力客户
CUST_000434,1.6,24.0,女,三线,2024-12-18,12,7507.92,625.66,0.38,4.0,潜力客户
CUST_000435,3.6,56.0,女,二线,2024-12-10,8,4054.43,506.8,0.36,5.0,潜力客户
CUST_000436,1.6,39.0,男,其他,2024-12-17,10,7988.11,798.81,0.29,3.0,潜力客户
CUST_000437,2.8,55.0,男,二线,2024-12-12,9,2490.69,276.74,0.53,5.0,一般客户
CUST_000438,1.1,55.0,男,一线,2024-09-20,2,650.37,325.18,0.66,5.0,流失风险
CUST_000439,2.1,63.0,女,一线,2024-07-05,3,896.77,298.92,0.51,4.0,流失风险
CUST_000440,7.7,64.0,男,一线,2024-12-28,19,15967.36,840.39,0.26,4.0,高价值
CUST_000441,1.8,29.0,女,二线,2024-12-20,13,5720.99,440.08,0.34,4.0,潜力客户
CUST_000442,6.8,57.0,女,其他,2024-12-19,27,17485.45,647.61,0.14,3.0,高价值
CUST_000443,0.7,31.0,女,其他,2024-11-18,9,3612.07,401.34,0.36,5.0,一般客户
CUST_000444,1.9,42.0,女,三线,2024-12-02,6,3081.42,513.57,0.36,3.0,一般客户
CUST_000445,4.5,26.0,女,二线,2024-12-25,29,10416.12,359.18,0.24,4.0,高价值
CUST_000446,4.5,57.0,男,一线,2024-09-16,2,889.74,444.87,0.76,4.0,流失风险
CUST_000447,3.2,26.0,男,三线,2024-08-30,1,711.66,711.66,0.44,3.0,流失风险
CUST_000448,3.0,28.0,男,一线,2024-11-18,6,1243.69,207.28,0.35,3.0,一般客户
CUST_000449,4.9,31.0,男,二线,2024-08-24,1,1456.85,1456.85,0.71,4.0,流失风险
CUST_000450,3.8,42.0,女,一线,2024-10-02,3,1901.65,633.88,0.73,5.0,流失风险
CUST_000451,3.8,,女,三线,2024-12-30,25,19879.44,795.18,0.14,4.0,高价值
CUST_000452,7.8,24.0,女,二线,2024-12-20,22,6399.07,290.87,0.13,5.0,高价值
CUST_000453,2.4,63.0,男,三线,2024-11-17,6,1827.77,304.63,0.37,4.0,一般客户
CUST_000454,2.8,64.0,男,其他,2024-12-22,13,3654.87,281.14,0.37,3.0,潜力客户
CUST_000455,0.5,55.0,女,二线,2024-12-05,3,2396.01,798.67,0.32,5.0,一般客户
CUST_000456,2.2,50.0,女,二线,2024-11-11,8,1887.8,235.97,0.59,3.0,一般客户
CUST_000457,7.0,55.0,女,二线,2024-12-26,24,13200.44,550.02,0.13,3.0,高价值
CUST_000458,2.2,46.0,男,三线,2024-11-11,8,2576.41,322.05,0.57,4.0,一般客户
CUST_000459,1.0,61.0,男,二线,2024-11-24,7,1815.86,259.41,0.5,3.0,一般客户
CUST_000460,0.8,36.0,男,三线,2024-11-30,7,3511.79,501.68,0.34,5.0,一般客户
CUST_000461,2.3,36.0,女,一线,2024-11-02,5,2206.08,441.22,0.53,3.0,一般客户
CUST_000462,1.9,27.0,女,二线,2024-11-24,7,3872.89,553.27,0.45,4.0,一般客户
CUST_000463,2.3,32.0,女,其他,2024-08-20,4,642.45,160.61,0.44,4.0,流失风险
CUST_000464,6.9,22.0,男,三线,2024-12-28,18,13740.72,763.37,0.17,5.0,高价值
CUST_000465,1.4,33.0,女,二线,2024-12-08,8,6161.98,770.25,0.32,5.0,潜力客户
CUST_000466,2.5,43.0,男,二线,2024-11-28,8,1277.5,159.69,0.5,5.0,一般客户
CUST_000467,2.6,44.0,女,二线,2024-12-19,11,5755.25,523.2,0.26,3.0,潜力客户
CUST_000468,5.3,47.0,男,其他,2024-12-24,17,13783.82,810.81,0.15,4.0,高价值
CUST_000469,3.0,56.0,女,二线,2024-12-21,13,5992.98,461.0,0.23,4.0,潜力客户
CUST_000470,1.6,33.0,男,其他,2024-12-16,14,5330.91,380.78,0.34,3.0,潜力客户
CUST_000471,3.1,25.0,男,三线,2024-12-02,12,6832.64,569.39,0.27,4.0,潜力客户
CUST_000472,1.3,47.0,女,二线,2024-11-06,9,3370.04,374.45,0.47,3.0,一般客户
CUST_000473,1.3,50.0,女,二线,2024-12-24,13,5496.51,422.81,0.22,5.0,潜力客户
CUST_000474,4.7,44.0,男,三线,2024-12-20,29,14246.42,491.26,0.18,3.0,高价值
CUST_000475,2.6,48.0,男,一线,2024-12-17,9,4312.35,479.15,0.22,3.0,潜力客户
CUST_000476,1.2,51.0,男,一线,2024-12-10,11,4044.15,367.65,0.31,3.0,潜力客户
CUST_000477,3.0,39.0,男,其他,2024-12-23,9,5649.85,627.76,0.32,4.0,潜力客户
CUST_000478,3.1,60.0,男,一线,2024-10-17,4,1421.6,355.4,0.53,3.0,流失风险
CUST_000479,2.2,22.0,男,其他,2024-11-05,2,1039.69,519.85,0.48,3.0,流失风险
CUST_000480,2.3,51.0,女,二线,2024-12-15,13,5347.59,411.35,0.4,5.0,潜力客户
CUST_000481,3.3,23.0,女,二线,2024-09-02,3,840.04,280.01,0.54,3.0,流失风险
CUST_000482,1.0,52.0,女,三线,2024-11-04,4,2149.65,537.41,0.43,4.0,一般客户
CUST_000483,3.8,42.0,男,其他,2024-12-03,13,4090.87,314.68,0.29,4.0,潜力客户
CUST_000484,1.9,53.0,女,三线,2024-11-19,5,2876.95,575.39,0.36,3.0,一般客户
CUST_000485,2.8,40.0,女,一线,2024-10-09,2,620.16,310.08,0.47,4.0,流失风险
CUST_000486,3.7,41.0,男,一线,2024-12-21,12,7762.08,646.84,0.25,3.0,潜力客户
CUST_000487,1.0,28.0,男,一线,2024-12-01,7,3983.75,569.11,0.38,3.0,一般客户
CUST_000488,2.9,46.0,女,其他,2024-11-10,6,1136.76,189.46,0.55,5.0,一般客户
CUST_000489,1.2,26.0,女,一线,2024-08-31,1,749.11,749.11,0.68,3.0,流失风险
CUST_000490,2.2,48.0,女,二线,2024-11-29,5,1012.56,202.51,0.49,4.0,一般客户
CUST_000491,0.6,27.0,女,二线,2024-12-13,8,3965.62,495.7,0.59,3.0,一般客户
CUST_000492,3.4,33.0,男,二线,2024-12-02,11,3895.16,354.11,0.34,3.0,潜力客户
CUST_000493,4.5,45.0,男,二线,2024-10-13,3,861.01,287.0,0.73,5.0,流失风险
CUST_000494,3.2,54.0,女,三线,2024-12-05,10,4670.96,467.1,0.28,5.0,潜力客户
CUST_000495,4.5,34.0,女,二线,2024-12-21,17,7099.81,417.64,0.21,3.0,高价值
CUST_000496,0.5,43.0,女,其他,2024-11-12,6,3982.24,663.71,0.52,5.0,一般客户
CUST_000497,2.5,51.0,女,二线,2024-12-04,10,6346.1,634.61,0.28,3.0,潜力客户
CUST_000498,1.1,61.0,男,二线,2024-11-08,9,1945.03,216.11,0.32,3.0,一般客户
CUST_000499,1.5,61.0,女,二线,2024-11-20,3,3234.21,1078.07,0.36,3.0,一般客户
CUST_000500,2.5,62.0,男,二线,2024-12-06,11,5996.5,545.14,0.26,4.0,潜力客户
CUST_000501,3.0,45.0,男,三线,2024-12-17,16,19122.11,1195.13,0.19,4.0,高价值
CUST_000502,3.7,64.0,女,二线,2024-12-28,28,14631.3,522.55,0.2,5.0,高价值
CUST_000503,2.0,54.0,男,一线,2024-10-23,4,943.62,235.91,0.53,3.0,流失风险
CUST_000504,1.2,64.0,男,一线,2024-12-14,13,5948.27,457.56,0.37,4.0,潜力客户
CUST_000505,2.8,61.0,女,三线,2024-12-03,11,4801.88,436.53,0.28,5.0,潜力客户
CUST_000506,4.8,39.0,女,三线,2024-12-28,23,18292.57,795.33,0.21,3.0,高价值
CUST_000507,0.6,30.0,男,一线,2024-11-16,3,3639.26,1213.09,0.37,,一般客户
CUST_000508,4.1,30.0,女,二线,2024-12-27,22,11243.94,511.09,0.28,4.0,高价值
CUST_000509,2.2,26.0,女,三线,2024-12-19,14,3418.62,244.19,0.27,5.0,潜力客户
CUST_000510,3.2,63.0,女,二线,2024-12-10,12,6358.54,529.88,0.32,3.0,潜力客户
CUST_000511,2.2,37.0,女,三线,2024-12-07,12,4161.12,346.76,0.25,5.0,潜力客户
CUST_000512,3.0,51.0,男,一线,2024-12-24,14,3715.81,265.41,0.33,4.0,潜力客户
CUST_000513,6.9,34.0,女,三线,2024-12-23,16,9754.14,609.63,0.28,4.0,高价值
CUST_000514,1.2,32.0,男,一线,2024-07-06,1,992.24,992.24,0.67,3.0,流失风险
CUST_000515,2.3,51.0,女,其他,2024-08-31,3,1928.58,642.86,0.66,3.0,流失风险
CUST_000516,3.4,25.0,女,三线,2024-09-07,1,1979.84,1979.84,0.43,3.0,流失风险
CUST_000517,1.4,32.0,女,三线,2024-11-16,3,826.57,275.52,0.48,4.0,流失风险
CUST_000518,3.0,56.0,女,三线,2024-11-30,5,3379.19,675.84,0.58,4.0,一般客户
CUST_000519,1.3,35.0,男,一线,2024-12-10,11,6626.86,602.44,0.28,3.0,潜力客户
CUST_000520,4.8,45.0,女,二线,2024-11-09,3,873.19,291.06,0.52,5.0,流失风险
CUST_000521,2.0,50.0,男,二线,2024-11-04,1,584.24,584.24,0.61,5.0,流失风险
CUST_000522,1.5,58.0,女,二线,2024-11-22,8,1189.39,148.67,0.44,4.0,一般客户
CUST_000523,2.6,,男,二线,2024-11-25,5,3685.17,737.03,0.5,5.0,一般客户
CUST_000524,3.0,41.0,男,二线,2024-11-13,8,2788.15,348.52,0.43,4.0,一般客户
CUST_000525,1.9,43.0,女,一线,2024-11-05,3,1316.22,438.74,0.45,3.0,一般客户
CUST_000526,4.6,25.0,男,一线,2024-12-29,21,18932.12,901.53,0.12,5.0,高价值
CUST_000527,2.8,55.0,男,一线,2024-11-05,3,3248.14,1082.71,0.33,3.0,一般客户
CUST_000528,2.3,63.0,女,三线,2024-12-09,13,4706.22,362.02,0.34,4.0,潜力客户
CUST_000529,6.8,28.0,女,一线,2024-12-29,24,5565.47,231.89,0.16,4.0,高价值
CUST_000530,3.8,33.0,女,一线,2024-09-26,2,646.05,323.03,0.54,3.0,流失风险
CUST_000531,1.5,28.0,男,二线,2024-09-06,1,1927.1,1927.1,0.62,3.0,流失风险
CUST_000532,2.8,62.0,男,三线,2024-11-17,7,3627.71,518.24,0.45,3.0,一般客户
CUST_000533,0.9,43.0,女,二线,2024-11-30,8,1961.2,245.15,0.53,3.0,一般客户
CUST_000534,7.2,22.0,女,一线,2024-12-29,27,5641.09,208.93,0.12,5.0,高价值
CUST_000535,3.3,64.0,男,三线,2024-12-05,9,5558.9,617.66,0.39,5.0,潜力客户
CUST_000536,2.9,37.0,男,三线,2024-11-03,9,3635.25,403.92,0.53,3.0,一般客户
CUST_000537,3.2,27.0,女,一线,2024-12-22,11,6982.2,634.75,0.33,3.0,潜力客户
CUST_000538,2.4,48.0,女,一线,2024-07-05,3,1930.45,643.48,0.42,5.0,流失风险
CUST_000539,6.7,36.0,女,三线,2024-12-24,20,10724.25,536.21,0.17,4.0,高价值
CUST_000540,2.2,62.0,男,二线,2024-12-10,5,3477.82,695.56,0.58,4.0,一般客户
CUST_000541,3.4,38.0,男,其他,2024-12-20,9,5982.34,664.7,0.28,4.0,潜力客户
CUST_000542,2.4,23.0,男,二线,2024-12-05,3,2578.25,859.42,0.51,4.0,一般客户
CUST_000543,3.6,64.0,男,一线,2024-12-05,14,5878.93,419.92,0.35,4.0,潜力客户
CUST_000544,3.5,45.0,男,其他,2024-12-26,8,4158.0,519.75,0.28,,潜力客户
